Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
ROOF-25-100,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/30/2025 12:22,Residential,"1512 RED COACH ST SE, NORTH CANTON, OH 44720",12900,Country Roofing & Exteriors LLC,Re-roof
HVAC-25-183,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/26/2025 20:07,Residential,"915 9TH ST NE, NORTH CANTON, OH 44720",7963,"Crown Heating & Cooling, Inc",
LTRL-25-42,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,7/1/2025 14:44,Residential,"632 5TH ST NW, NORTH CANTON, OH 44720",10000,Holderbaum Sewer & Drain Svc Inc,Replace approximately 60' of sanitary sewer line 
HVAC-25-181,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,6/26/2025 19:27,Commercial/Industrial,"1747 BEECHWOOD AVE NE, Unit 12, NORTH CANTON, OH 44720",3032,Wyles Heating & Air Conditioning,
HVAC-25-182,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/26/2025 18:56,Residential,"1100 KNOLL ST SE, NORTH CANTON, OH 44709",3500,Summit Heating & Cooling LLC,
LTRL-25-41,Water or Sewer Lateral Permit,Commercial Plumbing Permit,New Sewer Lateral,7/1/2025 13:20,Commercial/Industrial,"495 7TH ST NE, NORTH CANTON, OH 44720",150000,Cavanaugh Building Corporation,New Sanitary Lateral for New middle school located off of 7th street. Design team said sanitary lateral plan / design was submitted with the overall building permit # CBLD-25-41. Lateral will be tying into manhole off of existing high school lateral line. 
ROOF-25-99,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/26/2025 18:31,Residential,"630 EVERHARD RD SW, NORTH CANTON, OH 44709",15700,Yoder Roofing,Take off all the shingle and haul away/repair any rotted wood/replace all the flashings/install ice and water sheild/install synthetic underlaymet /install new GAF brand dimensional  shingles 
HVAC-25-180,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/26/2025 20:25,Residential,"835 W MAPLE ST, Unit 813, NORTH CANTON, OH 44720",5500,e  miller heating and cooling,
ELCT-25-101,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",6/26/2025 16:13,Commercial/Industrial,"6531 Market Ave N, North Canton, Oh 44720",1500,Rudyak Electrical LLC,Add 2 medical grade outlets with wiring. replace burned out light bulbs. Blank onused devices in patient care rooms
PLMB-25-133,Plumbing Permit,Commercial Plumbing Permit,Water Heater,7/2/2025 16:02,Commercial/Industrial,"1747 BEECHWOOD AVE NE, Unit 05, NORTH CANTON, OH 44720",1718.5,"JEM Plumbing, INC",Hot water tank replacement
RBLD-25-92,Residential Building Permit,Residential Building Permit,New Construction/Home,7/24/2025 13:52,Residential,"341 HEATHERWOOD ST SW, NORTH CANTON, OH 44720",305000,Pro Construction dba CNB Homes,"New construction home (Area in square feet: House 1561, basement 1561, garage 567, front porch 173, rear porch 168)"
HVAC-25-179,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,8/8/2025 19:06,Residential,"505 BRIAR AVE NE, NORTH CANTON, OH 44720",9020,SITTLER ENTERPRISES,
HVAC-25-178,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/26/2025 11:49,Residential,"1696 MABRY MILL DR SW, NORTH CANTON, OH 44709",14091,SITTLER ENTERPRISES,
HVAC-25-177,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/26/2025 11:45,Residential,"1413 NEW ENGLAND DR SE, NORTH CANTON, OH 44720",126661,SITTLER ENTERPRISES,
PLMB-25-132,Plumbing Permit,Residential Plumbing Permit,Water Heater,8/29/2025 18:19,Residential,"1340 IRONDALE CIR NE, NORTH CANTON, OH 44720",759,New Phoenix Enterprises dba APPC Plumbing Services,replace Rheem 50 gal gas hwt $759 for Orestes Varonis 330-936-3376
PLMB-25-131,Plumbing Permit,Commercial Plumbing Permit,Water Heater,6/25/2025 16:33,Commercial/Industrial,"1664 N MAIN ST, Unit 13/14, NORTH CANTON, OH 44720",1675,Bailey's Quality Plumbing and Backflow LLC,Emergency work order for hot water tank
HVAC-25-176,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,6/25/2025 15:38,Commercial/Industrial,"1445 APPLEGROVE ST NW, Unit 1445-11, NORTH CANTON, OH 44720",3032,Wyles Heating & Air Conditioning,
ROOF-25-98,Roof Permit,Commercial Roof Permit,New/ Re-Roof,6/25/2025 16:59,Commercial/Industrial,"627 S MAIN ST, NORTH CANTON, OH 44720",14000,"Roricks, Inc",Tear old roof and replace
ROOF-25-97,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/25/2025 15:16,Residential,"283 EVERHARD RD SW, NORTH CANTON, OH 44709",15380,Meister Roofing & Construction Inc.,Re-roof
ELCT-25-120,Electrical Permit,Residential Electrical Permit,New Service/Change,9/9/2025 16:43,Residential,"1129 OVERRIDGE AVE SE, NORTH CANTON, OH 44720",2630,"R & K Electric, Ltd","Replace existing 100-Amp electric service with new, updated service, including exterior means of disconnect and replacement/upgrading of grounding system"
WNDW-25-52,Window Permit,Residential Window Permit,Replacement (Exact),7/8/2025 18:42,Residential,"337 WOODSIDE AVE NE, NORTH CANTON, OH 44720",7800,,"Remove and replace 9 windows, no structural change."
WNDW-25-51,Window Permit,Residential Window Permit,Replacement (Exact),6/27/2025 11:38,Residential,"326 HUME ST NE, NORTH CANTON, OH 44720",5000,,"Remove and replace 4 windows, no structural change."
WNDW-25-50,Window Permit,Residential Window Permit,Replacement (Exact),7/18/2025 13:57,Residential,"1016 LIBERTY LN NW, NORTH CANTON, OH 44720",22090,,"Remove and replace 1 door 12 windows, no structural change."
POOL-25-5,Swimming Pool Permit,Swimming Pool Permit,Above Ground,7/11/2025 18:12,Residential,"480 HILLCREST AVE NW, NORTH CANTON, OH 44720",500,,"Leveling ground, putting up 18' round, 48"" high pool"
RBLD-25-91,Residential Building Permit,Residential Building Permit,Addition,7/18/2025 18:43,Residential,"328 FAIRVIEW ST SE, NORTH CANTON, OH 44720",7500,A Wise Construction Company,6 x 16 deck with stairs at front entrance of house
HVAC-25-175,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/25/2025 13:42,Residential,"1506 NEW ENGLAND DR SE, NORTH CANTON, OH 44720",10712.17,SITTLER ENTERPRISES,
PLMB-25-130,Plumbing Permit,Residential Plumbing Permit,Water Heater,6/24/2025 19:19,Residential,"1466 S MAIN ST, NORTH CANTON, OH 44720",2851,Miracle Plumbing & Heating Co. Inc.,Install 50 gallon hot water tank
WNDW-25-49,Window Permit,Residential Window Permit,Replacement (Exact),6/30/2025 17:46,Residential,"422 MIDDLESWORTH AVE SW, NORTH CANTON, OH 44720",2633,,removing and replacing 2 windows
PLMB-25-129,Plumbing Permit,Residential Plumbing Permit,Water Heater,6/24/2025 18:55,Residential,"243 ORCHARD HILL DR SW, NORTH CANTON, OH 44720",999,,REPLACE
HVAC-25-174,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/25/2025 13:45,Residential,"1210 LYNHURST CIR SW, NORTH CANTON, OH 44720",11180,Snyder's Service Now,
ROOF-25-96,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/24/2025 15:45,Residential,"1317 WILLOWAY AVE SE, NORTH CANTON, OH 44720",6000,BMur Restoration ,tear off and re roof 
HVAC-25-173,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Heat Pump,6/30/2025 16:33,Residential,"309 WINSTON AVE NE, NORTH CANTON, OH 44720",10000,H. Jack's Plumbing & Heating Co.,
ROOF-25-95,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/24/2025 12:46,Residential,"460 HILLCREST AVE NW, NORTH CANTON, OH 44720",9000,Crest roofing,"Remove shingles, install ice, guard, install, drip edge, all flashing, vents, boots, IKO Cambridge shingles"
HVAC-25-172,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,6/24/2025 13:26,Commercial/Industrial,"411 APPLEGROVE ST NW, NORTH CANTON, OH 44720",4000,"ELECTRICOOL, LLC.",
ELCT-25-100,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",6/24/2025 13:24,Commercial/Industrial,"411 APPLEGROVE ST NW, NORTH CANTON, OH 44720",1500,"ELECTRICOOL, LLC.",Relocation of outlets and switches 
ROOF-25-104,Roof Permit,Residential Roof Permit,New/ Re-Roof,7/2/2025 12:08,Residential,"330 BACHTEL ST SE, NORTH CANTON, OH 44720",20113.76,Division 1 Roofing,Re-roof asphalt
RBLD-25-90,Residential Building Permit,Residential Building Permit,New Accessory Structure,7/11/2025 18:04,Residential,"417 MCKINLEY AVE SE, NORTH CANTON, OH 44720",46899,Cornerstone Homes and Design LLC,Construction of a 20x20 detached garage
ELCT-25-99,Electrical Permit,Residential Electrical Permit,New Construction/Addition,6/23/2025 18:55,Residential,"980 ROYAL OAK AVE NE, NORTH CANTON, OH 44720",22000,ALL OHIO ELECTRIC,wire the service and house
ROOF-25-94,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/23/2025 19:22,Residential,"302 SHERATON DR NW, NORTH CANTON, OH 44720",15000,Henderson Roofing & Construction,Roof Installation.
ROOF-25-93,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/23/2025 18:51,Residential,"340 SUTTON AVE NE, NORTH CANTON, OH 44720",16751,Royalty Roofs,complete tear off and reroof of home 
ELCT-25-98,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,6/23/2025 18:16,Residential,"252 ORCHARD HILL DR SW, NORTH CANTON, OH 44720",340,Hilscher Clarke Electric,Install Junction Box in Soffit above front door
HVAC-25-171,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/23/2025 13:07,Residential,"604 PERSHING AVE SE, NORTH CANTON, OH 44720",6500,SITTLER ENTERPRISES,
ELCT-25-97,Electrical Permit,Commercial Electrical Permit,Fire/Security Alarm System,8/7/2025 13:53,Commercial/Industrial,"1664 N MAIN ST, Unit 15/16/17, NORTH CANTON, OH 44720",750,"American Security & Audio Video Systems, Inc. ",New Security Gate for the 1664 North Main Street location
HVAC-25-170,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/23/2025 13:09,Residential,"1511 RADFORD ST NE, NORTH CANTON, OH 44720",16284.89,SITTLER ENTERPRISES,
HVAC-25-169,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/23/2025 13:50,Residential,"1908 WYNSTONE CIR NE, NORTH CANTON, OH 44720",6800,"Crown Heating & Cooling, Inc",
ELCT-25-96,Electrical Permit,Residential Electrical Permit,New Service/Change,6/23/2025 12:38,Residential,"1226 W MAPLE ST, NORTH CANTON, OH 44720",1385,Hilscher Clarke Electric,Panel swap 150amp
HVAC-25-167,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/20/2025 18:17,Residential,"1493 ALEXANDRIA PKWY SE, NORTH CANTON, OH 44709",10000,"Crown Heating & Cooling, Inc",
ROOF-25-92,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/27/2025 19:13,Residential,"1229 TERRACE RD NW, NORTH CANTON, OH 44720",11000,HGE PITT LLC dba Home Genius Exteriors ,"Installation of 13.1sq Asphalt Shingles, Underlayment, Ridge Vent & Ice Guard on Main Home & Detached garage. "
HVAC-25-168,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,7/7/2025 15:04,Residential,"914 7TH ST NE, NORTH CANTON, OH 44720",7800,White refrigeration of alliance LLC ,
RBLD-25-89,Residential Building Permit,Residential Building Permit,Repair,6/24/2025 12:08,Residential,"160 WOODSIDE AVE NE, Unit 3, NORTH CANTON, OH 44720",4000,,We replaced the side steps and back deck on the units.
CBLD-25-45,Commercial Building Permit,Commercial Building Permit,Signage,7/30/2025 18:31,Commercial/Industrial,"1022 N MAIN ST, NORTH CANTON, OH 44720",7000,Archer Corporation,Replacement face change on existing pylon and new wall sign. Electrician will be pulling electrical permit seperatly for wall sign. 
HVAC-25-166,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/20/2025 13:06,Residential,"18 LASALLE CT SE, NORTH CANTON, OH 44709",23099.97,Bonsky Heating & Cooling LLC,
PLMB-25-128,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,6/25/2025 17:34,Commercial/Industrial,"6531 Market Ave N, North Canton, Oh 44720",4571,"JEM Plumbing, INC","Addition of new sink in the lab, repipe existing sink with new vent, re-pipe incorrect hot water tank piping to bring up to code."
PLMB-25-127,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,6/20/2025 14:34,Commercial/Industrial,"250 ORION ST NW, NORTH CANTON, OH 44720",3190,Buckeye Plumbing,relocating the drain & water lines for washer box & utility sink from one wall in room to adjacent wall in same room.  Owner to provide washing machine pan.
ROOF-25-90,Roof Permit,Commercial Roof Permit,New/ Re-Roof,7/14/2025 17:33,Commercial/Industrial,"525 7TH ST NE, NORTH CANTON, OH 44720",84459.9,Technique Roofing Systems LLC,install .5'' insolation overtop existing roof and overlay with new Durolast 60mill PVC membrane per manufacture specs. Provide 20 year warranty
ELCT-25-94,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,8/29/2025 16:01,Residential,"341 EVERHARD RD SW, NORTH CANTON, OH 44709",60496.7,"Ambia Energy, LLC",14.985 kW residential solar system to be installed on roof
RBLD-25-88,Residential Building Permit,Residential Building Permit,Alteration/Remodel,8/8/2025 18:58,Residential,"341 EVERHARD RD SW, NORTH CANTON, OH 44709",60496.7,"Ambia Energy, LLC",14.985 kW residential solar system to be installed on roof
ROOF-25-89,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/20/2025 13:15,Residential,"1041 BACHTEL ST SE, NORTH CANTON, OH 44720",12900,Country Roofing & Exteriors LLC,Re-roof
ROOF-25-91,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/20/2025 13:22,Residential,"1574 ELBERTA AVE SW, NORTH CANTON, OH 44709",4000,,Remove and replace roof on existing detached garage behind main residence
ROOF-25-88,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/18/2025 18:54,Residential,"512 WOODROW ST NW, NORTH CANTON, OH 44720",13762,Country Roofing & Exteriors LLC,Re-roof
ELCT-25-93,Electrical Permit,Residential Electrical Permit,New Service/Change,6/25/2025 14:32,Residential,"1119 LINDY LANE AVE SW, NORTH CANTON, OH 44720",5975.12,Wilson Plumbing & Heating,(1) install new 200amp electrical meter and exterior emergency disconnect(2) install new 200amp 40 space electrical panel(3) update all grounding per NEC standards(4) install whole home surge protector on electrical panel(5) install new dedicated 20 amp circuit for RV (circuit will run approximately 25ft through crawlspace and pop out on garage wall next to RV) 
ROOF-25-87,Roof Permit,Residential Roof Permit,New/ Re-Roof,6/18/2025 16:50,Residential,"912 BEL AIR DR NW, NORTH CANTON, OH 44720",2250,Yoder Home Improvement LTD,Garage re-roof
PLMB-25-126,Plumbing Permit,Residential Plumbing Permit,Water Heater,6/19/2025 15:20,Residential,"1920 WYNSTONE CIR NE, NORTH CANTON, OH 44720",0,Wilson Plumbing & Heating,water heater replacement
PLMB-25-125,Plumbing Permit,Residential Plumbing Permit,New Construction/Addition,6/18/2025 14:24,Residential,"980 ROYAL OAK AVE NE, NORTH CANTON, OH 44720",15000,Countryside Plumbing Inc.,"PLUMBING - INSTALLATION OF DRAIN, VENT & WATER LINES, FIXTURES"
PLMB-25-124,Plumbing Permit,Residential Plumbing Permit,Water Heater,6/18/2025 13:22,Residential,"1252 E MAPLE ST, NORTH CANTON, OH 44720",2500,"Lakes Heating and Air Conditioning, Inc",Replace HWT
RBLD-25-87,Residential Building Permit,Residential Building Permit,Addition,7/11/2025 18:04,Residential,"228 BACHTEL ST SE, NORTH CANTON, OH 44720",6000,,Deck
RBLD-25-86,Residential Building Permit,Residential Building Permit,Addition,7/11/2025 18:04,Residential,"815 PORTAGE ST NW, NORTH CANTON, OH 44720",3000,,building a deck in my back yard
HVAC-25-164,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/17/2025 16:02,Residential,"723 BACHTEL ST SE, NORTH CANTON, OH 44720",5578.85,Heartland Home Services dba Blind and Sons LLC,
PLMB-25-123,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,7/28/2025 20:15,Commercial/Industrial,"414 S MAIN ST, NORTH CANTON, OH 44720",12000,Buckeye Plumbing,Installing a new bathroom (Toilet & Sink) on the first floor.  
HVAC-25-163,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/17/2025 15:55,Residential,"155 WEBER AVE NE, NORTH CANTON, OH 44720",8200,"Crown Heating & Cooling, Inc",
HVAC-25-162,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/17/2025 12:33,Residential,"1444 CORNELL AVE SW, NORTH CANTON, OH 44720",10941.98,SITTLER ENTERPRISES,
HVAC-25-161,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/17/2025 12:48,Residential,"1013 SCHNEIDER ST SE, NORTH CANTON, OH 44720",6660,SITTLER ENTERPRISES,
HVAC-25-160,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/17/2025 12:50,Residential,"1065 LIBERTY LN NW, NORTH CANTON, OH 44720",16394,SITTLER ENTERPRISES,
HVAC-25-159,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,6/17/2025 12:52,Commercial/Industrial,"600 S MAIN ST, NORTH CANTON, OH 44720",14136,SITTLER ENTERPRISES,
PLMB-25-122,Plumbing Permit,Residential Plumbing Permit,Natural Gas Line,6/17/2025 19:20,Residential,"118 LINDY LANE AVE NW, NORTH CANTON, OH 44720",3400,OrrDeal Plumbing LLC,We are installing a natural gas line for a pool heater.
CBLD-25-44,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,7/21/2025 20:04,Commercial/Industrial,"1305 JONATHAN AVE SW, NORTH CANTON, OH 44720",25000,Norman Eckinger Inc.,"Interior renovation to add (2) high school time-out rooms into an existing gymnasium office. The existing office is fire-suppressed, and the fire suppression system will be modified to meet the requirements of the new wall configuration. The sprinkler plans by Silco will be submitted at a later date"
ELCT-25-91,Electrical Permit,Residential Electrical Permit,New Construction/Addition,6/16/2025 22:00,Residential,"980 DUNWAY AVE NE, NORTH CANTON, OH 44720",25000,B-Lee Electric Co,"Electric Temp Pole, Service, Rough Wiring and Finish"
WNDW-25-47,Window Permit,Residential Window Permit,Replacement (Exact),6/16/2025 18:07,Residential,"321 ROSE LANE ST SE, NORTH CANTON, OH 44720",1625,,INSTALL GLASS BLOCK WINDOWS
ELCT-25-92,Electrical Permit,Residential Electrical Permit,New Service/Change,6/17/2025 19:58,Residential,"508 WISE AVE SE, NORTH CANTON, OH 44720",6525,"JENNINGS HEATING COMPANY, INC",replace 200 amp panel
HVAC-25-158,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/16/2025 15:44,Residential,"342 BRIAR AVE NE, NORTH CANTON, OH 44720",4500,"AMERIPRO PLUMBING AND HEATING, LLC",
HVAC-25-157,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/16/2025 14:36,Residential,"200 BONNETT ST SW, Unit 200, NORTH CANTON, OH 44720",9550,Shanklin Heating and Air Conditioning LLC,
ELCT-25-90,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,6/16/2025 13:17,Residential,"901 BRAEMAR CIR NE, NORTH CANTON, OH 44720",400,TNT Electric,Bathroom remodel
LTRL-25-40,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,6/18/2025 16:56,Residential,"980 DUNWAY AVE NE, NORTH CANTON, OH 44720",650000,Orosz Excavating ,"Building a new construction single family home, and need to run a new sewer lateral to house."
HVAC-25-155,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,6/13/2025 20:18,Residential,"911 BEL AIR DR NW, NORTH CANTON, OH 44720",4694.95,"J&J Plumbing, Heating, Cooling, and Electric",
