Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
PLMB-24-142,Plumbing Permit,Residential Plumbing Permit,Other,4/29/2024 15:05,Residential,"1350 IRONDALE CIR NE, NORTH CANTON, OH 44720",11000,Midwest Plumbing & Backflow LLC,Sawcut concrete to expose existing sewer that is no longer in working order. Replace with new PVC 
ROOF-24-45,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/29/2024 15:43,Residential,"1032 BEL AIR DR NW, NORTH CANTON, OH 44720",8671,"Tango & Gatti, Inc",Replace shingle roof & gutters
ROOF-24-46,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/29/2024 16:07,Residential,"1230 JANET AVE NW, NORTH CANTON, OH 44720",12500,"Tango & Gatti, Inc",Replace shingle roof
ROOF-24-47,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/29/2024 18:30,Residential,"241 BRIAR AVE NE, NORTH CANTON, OH 44720",9000,Hof Roofing & Construction,Re Roof
WNDW-24-27,Window Permit,Residential Window Permit,Replacement (Exact),4/29/2024 19:07,Residential,"403 EVERHARD RD SW, NORTH CANTON, OH 44709",320,,Glass Block Window
WNDW-24-29,Window Permit,Residential Window Permit,Replacement (Exact),4/29/2024 19:08,Residential,"204 W PARK RD NW, NORTH CANTON, OH 44720",770,,Install glass block windows in basement
WNDW-24-28,Window Permit,Residential Window Permit,Replacement (Exact),4/29/2024 19:39,Residential,"1235 7TH ST NE, NORTH CANTON, OH 44720",11537,,Replace 13 windows and 2 Doors
RBLD-24-61,Residential Building Permit,Residential Building Permit,Repair,4/29/2024 20:00,Residential,"304 VIKING ST NW, NORTH CANTON, OH 44720",3840,Groundworks Ohio,Install sump-pump with 23 LNFT of basement gutter.
PLMB-24-146,Plumbing Permit,Residential Plumbing Permit,Natural Gas Line,4/29/2024 20:13,Residential,"1445 School Ave. NE, North Canton, OH 44720",2300,"JEM Plumbing, INC","Multiple gas line repairs at 1445 School Ave building. Units 3,6,9,13, and 17"
PLMB-24-145,Plumbing Permit,Residential Plumbing Permit,Natural Gas Line,4/29/2024 20:14,Residential,"1415 School Ave, North Canton, Oh 44720",2300,"JEM Plumbing, INC","Multipe repairs to main gas line. Units 5,7, and 11"
HVAC-24-89,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/30/2024 11:27,Residential,"1070 LIBERTY LN NW, NORTH CANTON, OH 44720",8400,Bonsky Heating and Cooling ,Replace A/C 
RBLD-24-60,Residential Building Permit,Residential Building Permit,Repair,4/30/2024 12:16,Residential,"1466 SALWAY AVE SW, NORTH CANTON, OH 44720",1800,,Replacing damaged deck
ELCT-24-63,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",4/30/2024 13:18,Residential,"522 WOODLAND AVE SW, NORTH CANTON, OH 44720",250,"R & K Electric, Ltd",Installation of a GFI Receptacle for the Sump Pump
HVAC-24-94,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,4/30/2024 13:19,Commercial/Industrial,"175 APPLEGROVE ST NE, Unit C12, NORTH CANTON, OH 44720",2890,Wyles Heating & Air Conditioning,replace air conditioner
HVAC-24-93,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/30/2024 14:37,Residential,"1900 WYNSTONE CIR NE, NORTH CANTON, OH 44720",5450,SITTLER ENTERPRISES,replacing a/c
HVAC-24-88,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/30/2024 14:39,Residential,"173 HINES ST SW, NORTH CANTON, OH 44720",10525,SITTLER ENTERPRISES,REPLACING FURNACE AND AC
ROOF-24-48,Roof Permit,Residential Roof Permit,New/ Re-Roof,4/30/2024 16:58,Residential,"812 LORENA ST SW, NORTH CANTON, OH 44720",15000,Blue Roofing and Gutters,Roofing Replacement 
HVAC-24-96,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/30/2024 17:46,Residential,"332 HEATHERWOOD ST SW, NORTH CANTON, OH 44720",7000,Bryant Heating & Cooling,HVAC replace
HVAC-24-91,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,4/30/2024 21:28,Residential,"1194 SALWAY AVE SW, NORTH CANTON, OH 44720",4355,"My HVAC Guy, LLC",Install mini split for living room 
ELCT-24-64,Electrical Permit,Residential Electrical Permit,New Service/Change,5/1/2024 12:36,Residential,"1194 SALWAY AVE SW, NORTH CANTON, OH 44720",3100,Hilscher Clarke Electric,Install 200 amp panel
WNDW-24-30,Window Permit,Residential Window Permit,Repalcement with Alterations,5/1/2024 12:41,Residential,"201 ROSE LANE ST SE, Unit 1, NORTH CANTON, OH 44720",943,,Replacing non funtioning bedroom window and adding full view storm door to side kitchen door
HVAC-24-98,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/1/2024 13:31,Residential,"514 MARQUARDT AVE NE, NORTH CANTON, OH 44720",9400,Heartland Home Services,A/C & AIR HANDLER 
PLMB-24-148,Plumbing Permit,Residential Plumbing Permit,Other,5/1/2024 13:58,Residential,"1543 CAMBRIDGE AVE SW, NORTH CANTON, OH 44709",300,Anderson Plumbing,"Replace 1"" water main shut-off."
PLMB-24-149,Plumbing Permit,Residential Plumbing Permit,Other,5/1/2024 18:47,Residential,"721 CHURCH ST SW, NORTH CANTON, OH 44720",2000,Hartville Plumbing,Water Line Replacement from Curb Box to House
PLMB-24-150,Plumbing Permit,Residential Plumbing Permit,Other,5/1/2024 19:13,Residential,"1020 E MAPLE ST, NORTH CANTON, OH 44720",300,"That Handyman, LLC dba That Plumber",Gas valves and bathroom vent 
LTRL-24-27,Water or Sewer Lateral Permit,Residential Plumbing Permit,Water Lateral Repair/Replace,5/1/2024 19:54,Residential,"807 WERSTLER AVE NW, NORTH CANTON, OH 44720",2800,Wiese Plumbing,water line repair - no water pressure
PLMB-24-144,Plumbing Permit,Residential Plumbing Permit,Water Heater,5/1/2024 21:22,Residential,"921 CHURCH ST SW, NORTH CANTON, OH 44720",759,New Phoenix Enterprises dba APPC Plumbing Services,replace Rheem 50 gal gas hwt $759 for Michael Froelich
ROOF-24-49,Roof Permit,Residential Roof Permit,New/ Re-Roof,5/2/2024 11:50,Residential,"720 FAIRVIEW ST SE, NORTH CANTON, OH 44720",7850,Country Roofing LLC,Re-roof
RBLD-24-65,Residential Building Permit,Residential Building Permit,Other,5/2/2024 12:07,Residential,"320 EDGEWOOD ST SE, NORTH CANTON, OH 44720",9700,"Pioneer Basement Solutions, LLC",installing 90 LNFT interior waterproofing with new sump pump system. licensed electrician will install dedicated GFCI outlet for sump pump
ROOF-24-50,Roof Permit,Residential Roof Permit,New/ Re-Roof,5/2/2024 13:28,Residential,"247 MAPLECREST ST SW, NORTH CANTON, OH 44720",11950,"Roricks, Inc","Roof Replacement, tear off, ice guard,synthetic felt, drip edge, Landmark Pro Shingles, Nail over ridge vent. Flat roof to be flintlastic self-adhered base and cap sheet by certainteed corp.  "
HVAC-24-99,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/2/2024 16:29,Residential,"1527 SPERRY LN SE, NORTH CANTON, OH 44709",11000,Heartland Home Services,2- a/c units being installed.
HVAC-24-101,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/2/2024 20:33,Residential,"703 BACHTEL ST SE, NORTH CANTON, OH 44720",6200,"C.R. Kurtz, Inc.",Install AC
HVAC-24-102,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/3/2024 13:31,Residential,"1174 SHERATON CIR NW, NORTH CANTON, OH 44720",3784,East Ohio Furnace,Replace the AC
HVAC-24-103,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/3/2024 18:30,Residential,"610 EASTBURY AVE NE, NORTH CANTON, OH 44720",11610,Wilson Plumbing & Heating,Replace existing furnace and AC with new
RBLD-24-66,Residential Building Permit,Residential Building Permit,Alteration/Remodel,5/6/2024 12:07,Residential,"841 SUMMIT ST SW, NORTH CANTON, OH 44720",60000,Bolon's Custom Kitchens,Kitchen remodel
RBLD-24-67,Residential Building Permit,Residential Building Permit,New Accessory Structure,5/6/2024 12:08,Residential,"539 HEATHERWOOD ST SW, NORTH CANTON, OH 44720",15000,Swartz Woodworking LLC,Pool Deck
ELCT-24-65,Electrical Permit,Residential Electrical Permit,New Service/Change,5/6/2024 13:26,Residential,"1301 VALLEY DR NW, NORTH CANTON, OH 44720",1900,Christian Thieret Electrical llc,new service and panel 
HVAC-24-106,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/6/2024 13:54,Residential,"812 ROSE LANE ST SW, NORTH CANTON, OH 44720",11835,Bonsky Heating and Cooling ,Replace Furnace & A/C
PLMB-24-153,Plumbing Permit,Residential Plumbing Permit,Water Heater,5/6/2024 15:15,Residential,"1216 CLINTON AVE SE, NORTH CANTON, OH 44720",500,,Water tank install
PLMB-24-154,Plumbing Permit,Residential Plumbing Permit,Other,5/6/2024 16:21,Residential,"1616 S MAIN ST, NORTH CANTON, OH 44709",165,"That Handyman, LLC dba That Plumber",Repair gas valve 
RBLD-24-59,Residential Building Permit,Residential Building Permit,New Accessory Structure,5/7/2024 12:30,Residential,"725 WENDY CIR NE, NORTH CANTON, OH 44720",15000,Terry Friel,"Attach a new 16' x 21' patio roof canopy to existing garage wall to cover concrete patio.  The patio was poured with 16'' diameter x 42'' deep pilngs to receivea Simpson 6x6 post base and 2 - 6"" x6"" posts bearing the double 2"" x 12"" box beam.  The other side of the 16' beam will bear on the existing garage 2"" x4"" wall under 4 stacked 2"" x4"" studs.  Double 2 x10 x 20' beams will intstall east to west tying the two bearing posts together.  2x12 x18' SYP ridge board will receive 2x8 x12 rafters.  Rafters receive rafter ties at ridge and truss ties at beam.  2x4""x4'  collar tiesare installed in the top third.  Sheath roof with 1/2"" OSB and clips.  Install Ice guard, synthetic underlayment, drip edge and Certainteed Landmark shingles to the unheated, unventilated patio roof cover.  The interior ceiling is to receive 8'' barn siding."
HVAC-24-108,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,5/7/2024 14:27,Commercial/Industrial,"6550 WISE AVE NW, Unit F, NORTH CANTON, OH 44720",4638,Forquer Heating & A/C,"install 1.5 Ton Allied AC with Slab Coil, Whip, Pad, disconnect, and T4 Tstat."
HVAC-24-110,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,5/7/2024 16:00,Commercial/Industrial,"177 APPLEGROVE ST NE, Unit A7, NORTH CANTON, OH 44720",2890,Wyles Heating & Air Conditioning,replace air conditioner
WTAP-24-16,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,5/7/2024 17:18,,"8196 MacThomas Ave NW, N Canton, OH 44720",,,
WTAP-24-15,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,5/7/2024 17:22,,"8191 MacThomas Ave NW, N Canton, OH 44720",,,
HVAC-24-100,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/7/2024 17:54,Residential,"1379 WESTFIELD AVE SW, NORTH CANTON, OH 44720",5163,Miracle Plumbing & Heating Co. Inc,A/C install
HVAC-24-104,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/7/2024 19:17,Residential,"341 HILLCREST AVE NW, NORTH CANTON, OH 44720",11801,SITTLER ENTERPRISES,REPLACING FURNACE & AC
HVAC-24-105,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/7/2024 19:19,Residential,"914 OAKWOOD ST SE, NORTH CANTON, OH 44720",11868,SITTLER ENTERPRISES,REPLACING FURNACE & AC
RBLD-24-69,Residential Building Permit,Residential Building Permit,Alteration/Remodel,5/8/2024 12:10,Residential,"1550 WILBUR DR NE, NORTH CANTON, OH 44720",8650,"Pioneer Basement Solutions, LLC",installing 90 LNFT interior waterproofing with new sump pump system. A dedicated GFCI outlet will be installed by a licensed electrician and they will pull their own permit. 
RBLD-24-31,Residential Building Permit,Residential Building Permit,Addition,5/8/2024 12:31,Residential,"1867 CHESWOLD CIR NE, NORTH CANTON, OH 44720",76000,,"24' x 52' Garage addition to be added to existing garage. Construction details as follows:Continuous pour concrete footer, CMU block frost wall, Stick frame construction, Dual lower plate at block, Dual upper plate at truss level, 2x6 vertical's at 16"" centers, Stark truss standard 24' center line, 7/16 OSB sheeting walls and roof, Horandex premium siding to match existing, 30 Year dimensional shingles to match exterior, 3' ice shield at eves, 5/8"" fire rated dry wall at walls and ceiling, (2) drains at floor to tie into existing roof drains, 2"" Dow board below 4"" concrete floor, Insulation at wall will be R-16, Insulation at ceiling R-38, Veris collection 4 panel sliding door at West wall, Anderson picture windows (4 req.) 59.5 x 29.5, Install 50 amp panel tying into existing 200amp panel."
HVAC-24-112,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/8/2024 16:34,Residential,"1465 ELLESMERE AVE NW, NORTH CANTON, OH 44720",4516.3,Bonsky Heating and Cooling ,Reaplce A/C
HVAC-24-113,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/8/2024 17:03,Residential,"1012 N MAIN ST, Unit C, NORTH CANTON, OH 44720",3700,"All Comfort Heating & Cooling, LLC",Replace air conditioner
HVAC-24-114,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,5/8/2024 17:08,Commercial/Industrial,"1001 S MAIN ST, NORTH CANTON, OH 44720",5000,Bryant Heating & Cooling,CHANGE OUT AC
PLMB-24-156,Plumbing Permit,Residential Plumbing Permit,Water Heater,5/8/2024 19:29,Residential,"179 APPLEGROVE ST NE, Unit A7, NORTH CANTON, OH 44720",1963.07,"JEM Plumbing, INC",hot water tank replacement
PLMB-24-155,Plumbing Permit,Residential Plumbing Permit,Water Heater,5/8/2024 19:30,Residential,"1785 BEECHWOOD AVE NE, Unit 10, NORTH CANTON, OH 44720",1764.85,"JEM Plumbing, INC",Hot water tank replacement
PLMB-24-157,Plumbing Permit,Residential Plumbing Permit,Water Heater,5/8/2024 19:31,Residential,"185 APPLEGROVE ST NE, Unit B7, NORTH CANTON, OH 44720",1855.32,"JEM Plumbing, INC",Hot water tank replacement
WNDW-24-34,Window Permit,Residential Window Permit,Replacement (Exact),5/8/2024 19:41,Residential,"1555 WILBUR DR NE, NORTH CANTON, OH 44720",14069,,Remove and install 5 windows-like sizes. No structural changes.
RBLD-24-71,Residential Building Permit,Residential Building Permit,Other,5/8/2024 19:59,Residential,"125 WOODSIDE AVE NE, NORTH CANTON, OH 44720",5750,"Pioneer Basement Solutions, LLC",installing 76 LNFT interior waterproofing and tying into existing sump system. 
RBLD-24-70,Residential Building Permit,Residential Building Permit,Repair,5/8/2024 19:59,Residential,"1683 CHATHAM AVE NE, NORTH CANTON, OH 44720",11750,Groundworks Ohio,Install 6 helical piers per engineering. 
ROOF-24-51,Roof Permit,Residential Roof Permit,New/ Re-Roof,5/9/2024 15:50,Residential,"222 5TH ST NE, NORTH CANTON, OH 44720",12010.91,Royalty Roofs,"Full roof tear off and replacement on the house, excluding the detached garge. "
HVAC-24-117,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Roof Top Unit/Comm,5/9/2024 15:53,Commercial/Industrial,"1600 N MAIN ST, NORTH CANTON, OH 44720",26000,Hanks Refrigeration,Replace RTU 
HVAC-24-115,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/9/2024 18:08,Residential,"1103 CLINTON AVE SE, NORTH CANTON, OH 44720",3500,"ameripro plumbing and heating, llc",replace air conditioner
HVAC-24-116,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/9/2024 18:22,Residential,"334 WINESAP AVE SW, NORTH CANTON, OH 44709",4000,Reliable Heating and Cooling,Air conditioner replacement  
HVAC-24-107,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/9/2024 19:08,Residential,"1203 WESTVIEW CIR SE, NORTH CANTON, OH 44720",7500,"Crown Heating & Cooling, Inc",AC REPLACEMENT
ROOF-24-52,Roof Permit,Commercial Roof Permit,New/ Re-Roof,5/9/2024 19:33,Commercial/Industrial,"5455 MARKET AVE N, CANTON, OH 44714",197800,Henderson Roofing & Construction,Roof Replacement 
HVAC-24-119,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/10/2024 13:59,Residential,"506 SCHNEIDER ST SE, NORTH CANTON, OH 44720",5499,GMC Heating & Cooling Inc.,AC CHANGEOUT
PLMB-24-159,Plumbing Permit,Commercial Plumbing Permit,Fixture Replacement,5/10/2024 14:01,Commercial/Industrial,"1281 S MAIN ST, NORTH CANTON, OH 44720",400,Buckeye Plumbing,Replacing the Main Water Shut off for building water line.
ROOF-24-53,Roof Permit,Residential Roof Permit,New/ Re-Roof,5/10/2024 15:13,Residential,"150 MAPLECREST ST SW, NORTH CANTON, OH 44720",9000,Pro Window& Home Renovation ,tear off and re roof
HVAC-24-92,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/10/2024 15:48,Residential,"1258 CHANDLER AVE SW, NORTH CANTON, OH 44720",12000,,"Replace air handler and heat pump, make proper mechcanical connections."
ROOF-24-55,Roof Permit,Commercial Roof Permit,New/ Re-Roof,5/10/2024 17:45,Commercial/Industrial,"1346 EASTHILL ST SE, CANTON, OH 44709",35560,Simma inc DBA Buckeye Roofing,complete tear off new shingles felt ice& water shield on barn by welcome center
ROOF-24-54,Roof Permit,Residential Roof Permit,New/ Re-Roof,5/10/2024 18:54,Residential,"1623 HARMONY LN SW, NORTH CANTON, OH 44709",16325,Troyer Roofing & Construction LLC,Tear off and re-roof
RBLD-24-72,Residential Building Permit,Residential Building Permit,Repair,5/10/2024 19:27,Residential,"400 EASTBURY AVE NE, NORTH CANTON, OH 44720",5000,HMA Home Improvements LLC,"Rebuilding existing deck with extension.  We were tentatively just going to remove the decking boards and replace, upon removal the entire structure was unsafe and none of the posts were buried below the frost line making it very unstable and uneven.  We are planning to extend the deck out a few extra feet now as well.*My software will not allow me to duplicate the center section of posts and girders but I will be adding a second set in the middle evenly spaced at 8 ft from both directions.  See photos, please.  Handrail will be 36 inches from the finished deck surface.See Lot lines below:"
RBLD-24-73,Residential Building Permit,Residential Building Permit,Repair,5/10/2024 20:10,Residential,"1105 SHALIMAR CIR NW, NORTH CANTON, OH 44720",3500,Amstutz Construction ,Replace rotten plywood behind vinyl siding
HVAC-24-118,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,5/11/2024 0:40,Residential,"1620 CARLTON AVE SE, NORTH CANTON, OH 44709",11405,SITTLER ENTERPRISES,REPLACING FURNACE & AC
